file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\util\LocationUtil.java,ch.qos.logback.core.util.LocationUtil,class,1,1,0,1,7,1,0,5,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,2,2,2,0,0,0,2,0,2,30,1,0,3,0,0,5,2,8,0,4,2,0,0,0,64,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\TimestampModel.java,ch.qos.logback.core.model.TimestampModel,class,3,7,4,3,15,3,0,8,18,0.74999994,0.36363637,0.54545456,12,0,10,0,2,0,12,0,0,0,5,2,1,1,0,3,2,0,4,54,10,0,2,0,0,1,2,13,2,9,1,0,0,0,51,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\rolling\helper\MonoTypedConverter.java,ch.qos.logback.core.rolling.helper.MonoTypedConverter,interface,0,3,3,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\testUtil\DummyEncoder.java,ch.qos.logback.core.testUtil.DummyEncoder,class,4,5,1,4,18,3,0,8,71,0.84285706,0.12820514,0.12820514,14,0,11,1,0,2,13,0,0,0,5,1,1,0,0,4,1,0,0,63,10,0,3,0,0,1,1,7,1,6,1,0,0,0,30,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\net\ssl\SSL.java,ch.qos.logback.core.net.ssl.SSL,interface,0,0,0,0,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,6,0,0,0,0,0,4,0,4,0,4,0,0,0,0,39,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\rolling\TimeBasedRollingPolicy.java,ch.qos.logback.core.rolling.TimeBasedRollingPolicy,class,16,20,4,16,35,3,0,38,85,0.84343433,0.28333333,0.875,18,0,14,2,1,1,16,0,0,0,11,1,0,4,1,6,1,0,7,151,13,0,11,1,0,16,0,28,8,20,2,0,0,0,231,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\processor\AllowModelFilter.java,ch.qos.logback.core.model.processor.AllowModelFilter,class,3,4,1,3,3,1,0,1,0,0.0,1.0,1.0,2,0,1,0,0,1,2,0,0,0,1,0,0,0,0,1,1,0,0,12,2,0,1,0,0,0,0,1,0,1,1,0,0,0,8,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\hook\DefaultShutdownHook.java,ch.qos.logback.core.hook.DefaultShutdownHook,class,3,4,1,3,6,3,0,5,0,0.5,0.5,0.5,4,0,4,0,0,0,4,0,0,0,2,1,1,1,0,0,1,0,1,23,1,0,0,1,0,1,2,3,1,2,2,0,0,0,55,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\encoder\NonClosableInputStream.java,ch.qos.logback.core.encoder.NonClosableInputStream,class,0,0,0,0,3,3,0,1,3,0.0,0.0,0.0,3,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\processor\conditional\ElseModelHandler.java,ch.qos.logback.core.model.processor.conditional.ElseModelHandler,class,8,9,1,8,6,3,0,5,6,0.0,0.0,0.0,4,1,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,1,0,1,2,0,3,1,3,1,0,0,0,23,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\net\ssl\KeyManagerFactoryFactoryBean.java,ch.qos.logback.core.net.ssl.KeyManagerFactoryFactoryBean,class,1,4,3,1,7,1,0,5,6,0.6,0.2,0.2,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,0,0,3,22,4,0,2,0,0,0,0,2,0,2,1,0,0,0,71,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\spi\ContextAwareImpl.java,ch.qos.logback.core.spi.ContextAwareImpl,class,8,14,6,8,18,1,1,5,44,0.77777773,0.16666667,0.22727273,12,0,11,0,1,0,12,0,0,0,3,0,0,1,1,1,1,0,0,59,5,0,6,0,0,2,2,5,1,4,2,0,0,0,43,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\pattern\ConverterUtil.java,ch.qos.logback.core.pattern.ConverterUtil,class,7,11,4,7,11,1,0,5,3,0.0,0.0,0.0,3,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,45,1,3,4,0,1,0,0,12,0,9,2,0,0,0,27,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\encoder\ByteArrayUtil.java,ch.qos.logback.core.encoder.ByteArrayUtil,class,1,1,0,1,11,1,0,8,10,0.0,0.0,0.0,5,5,2,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,2,44,3,5,1,0,5,0,22,18,14,15,2,0,0,0,27,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\conditional\PropertyEvalScriptBuilder.java,ch.qos.logback.core.joran.conditional.PropertyEvalScriptBuilder,class,5,6,1,5,2,2,0,10,0,0.375,1.0,1.0,2,0,2,0,0,0,2,0,0,0,4,2,0,2,0,2,1,0,0,21,1,0,0,0,0,5,0,8,3,8,0,0,0,0,38,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\rolling\helper\RollingCalendar.java,ch.qos.logback.core.rolling.helper.RollingCalendar,class,3,7,4,3,51,3,0,24,9,0.73214287,0.4181818,0.5090909,14,3,11,3,0,0,11,0,0,0,4,2,0,1,0,3,2,0,14,197,26,1,3,0,2,14,33,30,18,27,3,0,0,0,135,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\testUtil\StringListAppender.java,ch.qos.logback.core.testUtil.StringListAppender,class,4,4,0,4,7,3,0,6,0,0.4,0.6,0.6,5,0,4,0,1,0,5,0,0,0,2,0,1,0,0,1,0,0,0,24,2,0,1,0,0,0,0,3,0,3,1,0,0,0,14,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\encoder\LayoutWrappingEncoder.java,ch.qos.logback.core.encoder.LayoutWrappingEncoder,class,8,11,3,8,21,3,0,15,61,0.7857143,0.1969697,0.21212122,14,0,12,2,0,0,12,0,0,0,4,0,0,1,1,2,0,0,0,79,10,0,5,0,0,5,1,11,1,8,2,0,0,0,95,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\status\ErrorStatus.java,ch.qos.logback.core.status.ErrorStatus,class,1,11,10,1,2,2,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\subst\Node.java,ch.qos.logback.core.subst.Node,class,2,5,3,2,29,1,0,12,0,0.44444445,0.41666666,0.5833333,9,0,7,0,0,2,9,0,0,0,4,0,0,0,0,4,0,0,0,81,13,2,20,0,3,13,7,21,11,11,2,0,1,0,42,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\pattern\PostCompileProcessor.java,ch.qos.logback.core.pattern.PostCompileProcessor,interface,3,4,1,3,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\conditional\Condition.java,ch.qos.logback.core.joran.conditional.Condition,interface,0,4,4,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\boolex\EvaluationException.java,ch.qos.logback.core.boolex.EvaluationException,class,0,1,1,0,3,3,0,0,3,1.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,1,0,1,0,0,1,0,0,12,0,0,0,0,0,0,1,1,0,1,0,0,0,0,22,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\util\PropertyModelHandlerHelper.java,ch.qos.logback.core.model.util.PropertyModelHandlerHelper,class,11,15,4,11,22,2,0,33,36,1.0,0.0,0.0,9,6,9,0,0,0,9,0,0,0,1,1,1,0,0,0,1,0,8,107,3,0,1,2,7,9,0,27,4,23,3,0,0,0,85,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\hook\ShutdownHook.java,ch.qos.logback.core.hook.ShutdownHook,interface,1,4,3,1,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\boolex\EventEvaluatorBase.java,ch.qos.logback.core.boolex.EventEvaluatorBase,class,3,3,0,3,6,2,0,0,2,0.5,0.4,0.4,5,0,5,0,0,0,5,0,0,0,2,0,0,0,0,2,0,0,0,22,2,0,1,0,0,1,0,3,0,2,1,0,0,0,21,1025,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\rolling\TriggeringPolicy.java,ch.qos.logback.core.rolling.TriggeringPolicy,interface,3,7,4,3,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\util\Loader.java,ch.qos.logback.core.util.Loader,class,3,7,4,3,19,1,0,20,45,0.9666667,0.0,0.0,10,10,10,0,0,0,11,0,0,0,3,3,1,1,0,1,2,0,13,74,15,1,3,3,0,3,0,11,0,10,2,0,0,0,126,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\util\StringToObjectConverter.java,ch.qos.logback.core.joran.util.StringToObjectConverter,class,2,5,3,2,33,1,0,35,34,0.7777778,0.0,0.0,9,8,4,4,0,1,5,0,0,0,1,1,0,1,0,0,1,0,16,110,31,0,3,3,0,13,0,6,2,6,2,0,0,0,80,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\util\CachingDateFormatter.java,ch.qos.logback.core.util.CachingDateFormatter$CacheTuple,innerclass,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,2,2,0,0,9,0,0,0,0,0,0,0,2,0,2,0,0,0,0,6,8,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\rolling\RollingPolicy.java,ch.qos.logback.core.rolling.RollingPolicy,interface,3,5,2,3,4,1,0,0,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\pattern\CompositeConverter.java,ch.qos.logback.core.pattern.CompositeConverter,class,4,10,6,4,8,4,0,5,0,0.2,0.6,0.6,5,0,4,0,1,0,5,1,0,0,1,0,0,0,0,1,0,0,0,28,3,1,3,0,0,3,0,6,0,5,1,0,0,0,19,1025,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\util\Duration.java,ch.qos.logback.core.util.Duration,class,1,3,2,1,22,1,0,12,33,0.87,0.13333334,0.33333334,10,7,10,0,0,0,10,0,0,0,10,9,0,5,0,5,10,0,7,79,16,0,1,0,5,17,7,14,17,14,2,0,0,0,102,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\pattern\color\RedCompositeConverter.java,ch.qos.logback.core.pattern.color.RedCompositeConverter,class,2,2,0,2,1,6,0,0,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\CoreConstants.java,ch.qos.logback.core.CoreConstants,class,1,2,1,1,0,1,0,2,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,88,88,88,0,0,0,88,0,1,90,0,0,0,0,0,51,16,88,6,88,0,0,0,0,154,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\util\CharSequenceToRegexMapper.java,ch.qos.logback.core.util.CharSequenceToRegexMapper,class,3,5,2,3,38,1,0,17,6,0.33333334,0.33333334,0.33333334,9,1,0,6,0,3,3,0,0,0,1,0,0,0,0,1,0,0,4,90,21,1,4,0,0,14,9,9,4,7,3,0,0,0,53,0,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\filter\Filter.java,ch.qos.logback.core.filter.Filter,class,4,10,6,4,6,2,0,0,7,0.5833334,0.26666668,0.26666668,6,0,6,0,0,0,6,1,0,0,2,0,0,1,0,1,0,0,0,20,2,0,0,0,0,0,0,4,0,2,0,0,0,0,69,1025,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\processor\ChainedModelFilter.java,ch.qos.logback.core.model.processor.ChainedModelFilter,class,8,11,3,8,11,1,0,2,1,0.2857143,0.47619048,0.47619048,7,1,7,0,0,0,7,0,0,0,1,0,0,0,0,1,0,0,0,36,7,1,0,0,0,0,0,2,0,2,2,0,0,0,17,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\pattern\PatternLayoutBase.java,ch.qos.logback.core.pattern.PatternLayoutBase,class,14,16,2,14,29,3,0,31,108,0.8529412,0.13333334,0.35238096,17,0,11,2,4,0,15,2,0,0,6,1,0,0,2,4,1,0,3,107,11,2,9,1,0,6,2,22,3,20,2,0,0,0,150,1025,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\spi\DeferredProcessingAware.java,ch.qos.logback.core.spi.DeferredProcessingAware,interface,0,2,2,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\HttpUtil.java,ch.qos.logback.core.joran.spi.HttpUtil,class,2,4,2,2,19,1,0,20,10,0.6388889,0.35714287,0.53571427,9,0,7,1,0,1,8,0,0,0,4,0,0,0,0,4,0,0,0,93,15,1,6,4,1,9,1,11,3,14,2,0,1,1,65,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\spi\AppenderAttachableImpl.java,ch.qos.logback.core.spi.AppenderAttachableImpl,class,5,7,2,5,21,1,0,9,0,0.0,1.0,1.0,8,0,8,0,0,0,8,0,0,0,1,0,0,1,0,0,1,0,0,69,12,5,6,0,1,2,3,8,0,7,2,0,0,0,87,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\net\SyslogAppenderBase.java,ch.qos.logback.core.net.SyslogAppenderBase,class,6,7,1,6,60,3,0,23,173,0.8727273,0.12554112,0.4025974,22,1,20,0,2,0,22,3,0,0,10,2,0,0,1,9,2,0,2,200,33,0,8,2,0,37,5,18,6,13,2,0,0,0,174,1025,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\NamedComponentModel.java,ch.qos.logback.core.model.NamedComponentModel,class,4,17,13,4,10,3,3,6,0,0.5714286,0.71428573,0.71428573,7,0,5,0,2,0,7,0,0,0,2,1,0,1,0,1,1,0,2,34,8,0,2,0,0,5,2,8,3,6,1,0,0,0,37,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\pattern\util\AsIsEscapeUtil.java,ch.qos.logback.core.pattern.util.AsIsEscapeUtil,class,1,2,1,1,1,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\property\CanonicalHostNamePropertyDefiner.java,ch.qos.logback.core.property.CanonicalHostNamePropertyDefiner,class,3,3,0,3,1,3,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\rolling\DefaultTimeBasedFileNamingAndTriggeringPolicy.java,ch.qos.logback.core.rolling.DefaultTimeBasedFileNamingAndTriggeringPolicy,class,7,8,1,7,6,3,0,14,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,33,5,0,0,0,0,4,0,8,2,5,1,0,0,0,79,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\GenericXMLConfigurator.java,ch.qos.logback.core.joran.GenericXMLConfigurator,class,19,22,3,19,35,2,1,56,274,0.88,0.050724637,0.07971015,25,1,16,1,8,0,24,2,6,0,4,0,0,1,2,1,0,0,4,172,9,0,4,5,0,9,0,28,3,24,3,0,0,0,144,1025,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\util\beans\BeanDescriptionCache.java,ch.qos.logback.core.joran.util.beans.BeanDescriptionCache,class,5,11,6,5,5,2,0,7,3,0.6666667,0.0,0.0,3,0,2,1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,20,2,0,1,0,0,0,0,3,0,3,1,0,0,0,58,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\pattern\util\IEscapeUtil.java,ch.qos.logback.core.pattern.util.IEscapeUtil,interface,0,6,6,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\conditional\PropertyWrapperForScripts.java,ch.qos.logback.core.joran.conditional.PropertyWrapperForScripts,class,2,4,2,2,8,1,0,2,0,0.2,0.6,0.6,5,0,5,0,0,0,5,0,0,0,2,0,0,0,0,2,0,0,0,24,5,0,3,0,2,1,0,5,0,5,1,0,0,0,17,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\boolex\EventEvaluator.java,ch.qos.logback.core.boolex.EventEvaluator,interface,3,7,4,3,3,1,0,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\conditional\IfAction.java,ch.qos.logback.core.joran.conditional.IfAction,class,6,6,0,6,2,4,0,3,1,0.5,0.0,0.0,2,0,0,0,2,0,2,0,0,0,1,1,1,0,0,0,1,0,0,13,2,0,0,0,0,1,0,4,0,4,0,0,0,0,31,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\processor\DenyAllModelFilter.java,ch.qos.logback.core.model.processor.DenyAllModelFilter,class,3,4,1,3,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\AsyncAppenderBase.java,ch.qos.logback.core.AsyncAppenderBase$Worker,innerclass,5,5,0,5,5,2,0,8,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,0,3,0,1,0,1,0,4,0,4,3,0,0,0,20,0,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\status\Status.java,ch.qos.logback.core.status.Status,interface,1,20,19,1,11,1,0,1,55,1.0,0.0,0.0,11,0,0,0,0,11,11,0,0,0,3,0,0,0,0,3,0,0,0,18,1,0,0,0,0,0,3,3,0,3,0,0,0,0,31,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\Context.java,ch.qos.logback.core.Context,interface,7,79,72,7,20,1,0,1,190,0.0,0.0,0.0,20,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,172,1,0
