file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\selector\ContextJNDISelector.java,ch.qos.logback.classic.selector.ContextJNDISelector,class,8,11,3,8,25,1,0,29,38,0.6923077,0.5555556,1.0,13,0,9,4,0,0,9,0,0,0,3,1,0,3,0,0,3,0,1,115,13,0,7,4,0,10,0,20,4,16,4,0,0,0,114,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\gaffer\GafferUtil.DISABLEDjava,ch.qos.logback.classic.gaffer.GafferUtil,class,5,6,1,5,13,1,0,8,10,0.8,0.0,0.0,5,5,2,3,0,0,2,0,0,0,1,1,0,1,0,0,0,0,9,48,3,0,3,1,0,1,0,6,1,6,1,0,0,0,54,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\tyler\VariableModelHelper.java,ch.qos.logback.classic.tyler.VariableModelHelper,class,9,10,1,9,18,2,0,25,2,0.5,0.4,0.6,5,0,2,0,0,3,5,0,0,0,2,0,0,0,0,2,0,0,0,81,0,0,1,2,0,8,0,16,4,11,3,0,0,0,51,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\ClassicConstants.java,ch.qos.logback.classic.ClassicConstants,class,1,3,2,1,0,1,0,1,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,22,22,22,0,0,0,22,0,0,24,0,0,0,0,0,19,2,22,2,22,0,0,0,0,80,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\pattern\PropertyConverter.java,ch.qos.logback.classic.pattern.PropertyConverter,class,3,4,1,3,6,3,0,6,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,1,29,4,0,3,0,0,1,0,5,0,5,2,0,0,0,24,17,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\helpers\MDCInsertingServletFilter.java,ch.qos.logback.classic.helpers.MDCInsertingServletFilter,class,7,8,1,7,7,1,0,12,10,0.0,0.0,0.0,5,0,3,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,1,1,0,2,0,2,0,2,2,0,0,0,50,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\boolex\MarkerList.java,ch.qos.logback.classic.boolex.MarkerList,class,1,1,0,1,9,1,0,7,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,20,5,0,4,0,0,0,2,2,0,3,1,0,0,1,32,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\filter\LevelFilter.java,ch.qos.logback.classic.filter.LevelFilter,class,4,4,0,4,6,2,0,4,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,22,3,0,1,0,0,0,0,1,0,1,1,0,0,0,41,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\pattern\MicrosecondConverter.java,ch.qos.logback.classic.pattern.MicrosecondConverter,class,2,3,1,2,3,3,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,0,0,0,2,4,3,4,3,2,0,0,0,18,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\html\DefaultCssBuilder.java,ch.qos.logback.classic.html.DefaultCssBuilder,class,1,2,1,1,1,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,13,0,0,0,0,0,0,0,0,57,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\joran\action\LoggerAction.java,ch.qos.logback.classic.joran.action.LoggerAction,class,6,6,0,6,2,2,0,6,1,0.0,0.0,0.0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,5,0,5,0,0,0,0,41,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\spi\IThrowableProxy.java,ch.qos.logback.classic.spi.IThrowableProxy,interface,2,19,17,2,8,1,0,0,28,0.0,0.0,0.0,8,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\joran\action\LoggerContextListenerAction.java,ch.qos.logback.classic.joran.action.LoggerContextListenerAction,class,7,7,0,7,2,2,0,4,1,1.0,0.0,0.0,2,0,0,0,2,0,2,0,0,0,2,0,0,0,0,2,0,0,0,14,2,0,0,0,0,0,0,3,0,4,0,0,0,0,34,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\net\SSLSocketAppender.java,ch.qos.logback.classic.net.SSLSocketAppender,class,4,4,0,4,5,2,0,1,4,0.625,0.16666667,0.16666667,4,0,3,0,1,0,4,0,0,0,2,0,0,2,0,0,1,0,0,17,1,0,0,0,0,0,0,2,0,2,1,0,0,0,38,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\pattern\RootCauseFirstThrowableProxyConverter.java,ch.qos.logback.classic.pattern.RootCauseFirstThrowableProxyConverter,class,5,6,1,5,6,6,0,9,1,0.0,0.0,0.0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,26,1,1,3,0,0,0,1,3,2,2,2,0,0,0,37,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\pattern\NamedConverter.java,ch.qos.logback.classic.pattern.NamedConverter,class,8,12,4,8,16,6,2,14,3,0.8333333,0.1,0.1,7,0,4,2,1,0,5,1,0,1,12,7,0,12,0,0,8,0,1,122,7,0,4,1,1,5,10,23,3,18,3,0,2,0,161,1025,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\util\ContextInitializer.java,ch.qos.logback.classic.util.ContextInitializer,class,9,13,4,9,25,1,0,30,0,0.78571427,0.33333334,0.33333334,10,0,3,7,0,0,3,0,0,0,7,3,3,0,0,4,5,0,5,114,10,3,5,4,0,19,3,19,6,18,2,1,0,0,127,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\spi\LoggerRemoteView.java,ch.qos.logback.classic.spi.LoggerRemoteView,class,2,3,1,2,4,1,0,1,0,0.5555556,0.6666667,1.0,3,0,3,0,0,0,3,0,0,0,3,1,0,1,0,2,3,0,0,16,2,0,1,0,0,0,1,3,0,3,0,0,0,0,46,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\spi\PlatformInfo.java,ch.qos.logback.classic.spi.PlatformInfo,class,0,0,0,0,4,1,0,1,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,2,2,0,2,0,0,1,0,1,16,1,0,2,1,1,1,4,4,0,2,2,0,0,0,27,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\turbo\DynamicThresholdFilter.java,ch.qos.logback.classic.turbo.DynamicThresholdFilter,class,6,6,0,6,17,3,0,10,23,0.7272727,0.29090908,1.0,11,0,11,0,0,0,11,0,0,0,5,0,0,5,0,0,0,0,0,64,7,0,3,0,0,2,0,12,1,7,1,0,0,0,202,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\pattern\ExtendedThrowableProxyConverter.java,ch.qos.logback.classic.pattern.ExtendedThrowableProxyConverter,class,4,6,2,4,2,5,1,1,1,0.0,0.0,0.0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\html\DefaultThrowableRenderer.java,ch.qos.logback.classic.html.DefaultThrowableRenderer,class,5,7,2,5,7,1,0,13,3,0.6666667,0.0,0.0,3,0,2,0,0,1,3,0,0,0,1,1,0,0,0,1,1,0,0,35,0,2,1,0,0,7,3,8,1,7,1,0,0,0,38,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\util\LevelToSyslogSeverity.java,ch.qos.logback.classic.util.LevelToSyslogSeverity,class,2,4,2,2,6,1,0,1,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,2,0,1,1,1,1,0,0,0,18,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\net\SimpleSocketServer.java,ch.qos.logback.classic.net.SimpleSocketServer,class,5,8,3,5,27,2,1,41,86,0.8035714,0.108333334,0.2,16,5,8,0,4,4,16,0,0,0,7,0,0,6,0,1,2,0,13,136,7,2,5,3,0,17,8,20,4,17,3,0,0,0,126,1,10
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\Logger.java,ch.qos.logback.classic.Logger,class,19,43,24,19,160,1,0,57,1629,0.87653065,0.36703238,0.84639496,98,0,81,10,1,6,88,0,0,3,10,2,1,8,0,1,3,0,5,544,62,5,50,0,1,16,11,58,12,44,3,0,0,1,306,17,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\model\RootLoggerModel.java,ch.qos.logback.classic.model.RootLoggerModel,class,3,9,6,3,9,2,0,6,0,0.5833333,0.6666667,0.6666667,6,0,4,0,2,0,6,0,0,0,2,1,0,1,0,1,1,0,2,31,7,0,2,0,0,0,2,8,2,6,1,0,0,0,32,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\pattern\DateConverter.java,ch.qos.logback.classic.pattern.DateConverter,class,3,4,1,3,10,3,0,12,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,2,40,1,0,3,1,0,5,4,15,3,8,1,0,0,0,42,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\joran\serializedModel\HardenedModelInputStream.java,ch.qos.logback.classic.joran.serializedModel.HardenedModelInputStream,class,9,11,2,9,2,2,0,31,1,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,38,1,0,0,0,0,0,0,1,0,1,0,0,0,0,12,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\selector\servlet\LoggerContextFilter.java,ch.qos.logback.classic.selector.servlet.LoggerContextFilter,class,9,9,0,9,5,1,0,6,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,23,0,0,1,1,0,0,0,4,0,3,2,0,0,0,58,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\pattern\LoggerConverter.java,ch.qos.logback.classic.pattern.LoggerConverter,class,2,3,1,2,1,4,0,1,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\model\ConfigurationModel.java,ch.qos.logback.classic.model.ConfigurationModel,class,2,9,7,2,15,2,0,6,4,0.6666666,0.46969697,0.8333333,12,0,10,0,2,0,12,0,0,0,5,1,0,1,0,4,1,0,5,55,10,0,2,0,0,0,2,14,2,9,1,0,0,0,37,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\boolex\ExceptionMatchEvaluator.java,ch.qos.logback.classic.boolex.ExceptionMatchEvaluator,class,3,3,0,3,8,2,0,4,0,0.4166667,0.6,1.0,6,0,6,0,0,0,6,0,0,0,2,0,0,1,0,1,0,0,0,30,5,0,2,0,0,1,0,5,0,3,1,0,0,0,69,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\model\processor\ConfigurationModelHandler.java,ch.qos.logback.classic.model.processor.ConfigurationModelHandler,class,10,12,2,10,15,2,1,23,19,0.85714287,0.06666667,0.06666667,7,1,4,1,1,1,6,0,0,0,2,1,0,0,1,1,1,0,0,59,5,0,3,0,1,3,1,11,0,9,1,0,0,0,116,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\pattern\ThrowableHandlingConverter.java,ch.qos.logback.classic.pattern.ThrowableHandlingConverter,class,1,4,3,1,1,3,2,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1025,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\model\processor\ConfigurationModelHandlerFull.java,ch.qos.logback.classic.model.processor.ConfigurationModelHandlerFull,class,10,11,1,10,16,3,0,24,15,0.8333333,0.0,0.0,6,1,4,2,0,0,4,0,0,0,2,2,2,0,0,0,0,0,0,73,5,0,4,2,2,18,0,15,8,13,2,0,0,0,131,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\model\ContextNameModel.java,ch.qos.logback.classic.model.ContextNameModel,class,2,7,5,2,1,2,0,0,0,1.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,6,1,0,0,0,0,0,1,1,0,1,0,0,0,0,14,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\pattern\ContextNameConverter.java,ch.qos.logback.classic.pattern.ContextNameConverter,class,3,4,1,3,1,3,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\turbo\MDCFilter.java,ch.qos.logback.classic.turbo.MDCFilter,class,6,6,0,6,9,4,0,4,0,0.25,0.8333333,1.0,4,0,4,0,0,0,4,0,0,0,2,0,0,0,0,2,0,0,0,32,3,0,3,0,0,2,2,5,0,4,1,0,0,0,77,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\util\ClassicEnvUtil.java,ch.qos.logback.classic.util.ClassicEnvUtil,class,3,5,2,3,5,1,0,7,3,0.0,0.0,0.0,3,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,23,4,1,0,1,0,1,0,4,0,4,1,0,0,0,43,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\model\processor\ContextNameModelHandler.java,ch.qos.logback.classic.model.processor.ContextNameModelHandler,class,6,7,1,6,5,2,0,6,6,0.0,0.0,0.0,4,1,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,1,0,5,0,2,2,2,1,0,0,0,29,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\model\LevelModel.java,ch.qos.logback.classic.model.LevelModel,class,2,6,4,2,9,2,0,6,0,0.5833333,0.6666667,0.6666667,6,0,4,0,2,0,6,0,0,0,2,1,0,1,0,1,1,0,2,31,7,0,2,0,0,0,2,8,2,6,1,0,0,0,30,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\pattern\TargetLengthBasedClassNameAbbreviator.java,ch.qos.logback.classic.pattern.TargetLengthBasedClassNameAbbreviator,class,1,2,1,1,10,1,0,7,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,45,3,1,3,0,0,1,5,15,4,12,3,0,0,0,43,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\LoggerContext.java,ch.qos.logback.classic.LoggerContext,class,20,59,39,20,69,2,0,61,782,0.93019474,0.073015876,0.18253969,44,0,27,8,0,9,36,0,6,0,14,1,1,9,0,4,4,0,2,265,26,9,9,2,0,7,11,33,3,24,3,0,0,0,243,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\util\DefaultJoranConfigurator.java,ch.qos.logback.classic.util.DefaultJoranConfigurator,class,10,11,1,10,27,2,0,24,28,0.0,0.0,0.0,8,0,3,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,109,11,1,8,4,0,16,1,16,6,11,4,0,0,0,91,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\spi\Configurator.java,ch.qos.logback.classic.spi.Configurator,interface,3,8,5,3,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,63,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\util\LevelUtil.java,ch.qos.logback.classic.util.LevelUtil,class,2,4,2,2,6,1,0,4,1,0.0,0.0,0.0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,20,5,0,0,0,0,0,0,1,0,1,2,0,0,0,17,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\spi\LoggerContextVO.java,ch.qos.logback.classic.spi.LoggerContextVO,class,2,14,12,2,16,1,0,7,0,0.5,0.6944444,0.7777778,9,0,9,0,0,0,9,0,0,0,4,1,0,1,3,0,1,0,0,45,11,0,8,0,4,4,6,11,7,6,1,0,0,0,88,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\turbo\LRUMessageCache.java,ch.qos.logback.classic.turbo.LRUMessageCache,class,0,1,1,0,8,4,0,4,4,0.75,0.16666667,0.16666667,4,0,1,0,1,2,4,0,0,1,2,1,0,1,0,1,2,0,0,34,3,0,2,0,3,1,8,5,3,3,2,0,0,0,50,0,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\pattern\ClassicConverter.java,ch.qos.logback.classic.pattern.ClassicConverter,class,1,24,23,1,0,2,23,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1025,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\pattern\LocalSequenceNumberConverter.java,ch.qos.logback.classic.pattern.LocalSequenceNumberConverter,class,2,3,1,2,1,3,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,40,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\model\PropertiesConfiguratorModel.java,ch.qos.logback.classic.model.PropertiesConfiguratorModel,class,1,4,3,1,2,2,0,0,0,0.5,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,1,0,1,0,1,1,0,0,10,1,0,0,0,0,0,1,2,0,2,0,0,0,0,16,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\joran\ReconfigureOnChangeTaskListener.java,ch.qos.logback.classic.joran.ReconfigureOnChangeTaskListener,class,0,1,1,0,3,1,0,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\pattern\EnsureExceptionHandling.java,ch.qos.logback.classic.pattern.EnsureExceptionHandling,class,9,11,2,9,14,1,0,7,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,47,6,2,3,0,0,1,0,11,0,7,3,0,0,0,87,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\util\ContextSelectorStaticBinder.java,ch.qos.logback.classic.util.ContextSelectorStaticBinder,class,5,9,4,5,8,1,0,6,4,0.6666667,0.16666667,0.16666667,4,2,3,0,0,1,4,0,0,0,3,1,0,0,0,3,0,0,1,34,3,0,3,0,0,2,0,8,0,6,1,0,0,0,74,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\joran\action\ConfigurationAction.java,ch.qos.logback.classic.joran.action.ConfigurationAction,class,5,5,0,5,1,2,0,5,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,4,4,0,0,0,4,4,0,0,14,1,0,0,0,0,4,0,5,0,5,0,0,0,0,30,1,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\spi\StackTraceElementProxy.java,ch.qos.logback.classic.spi.StackTraceElementProxy,class,2,16,14,2,18,1,0,6,2,0.71875,0.4642857,0.75,8,0,8,0,0,0,8,0,0,0,4,1,0,2,0,2,2,0,0,54,12,0,8,0,0,3,1,5,1,5,2,0,0,0,45,1,0
