file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\net\SyslogOutputStream.java,ch.qos.logback.core.net.SyslogOutputStream,"SyslogOutputStream/2[java.lang.String,int]",true,42,0,2,2,0,1,1,5,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\net\SyslogOutputStream.java,ch.qos.logback.core.net.SyslogOutputStream,getSendBufferSize/0,false,88,0,1,1,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,getCopyOfElementPath/0,false,107,1,1,0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,setImplicitActionSupplier/1[java.util.function.Supplier<ch.qos.logback.core.joran.action.Action>],false,211,1,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"getApplicableAction/2[ch.qos.logback.core.joran.spi.ElementPath,org.xml.sax.Attributes]",false,218,5,3,1,2,2,3,13,2,3,2,3,0,0,0,1,0,0,0,0,3,0,1,0,0,0,17,0,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,characters/1[ch.qos.logback.core.joran.event.BodyEvent],false,155,3,4,1,3,3,6,11,0,2,1,6,2,1,0,1,0,0,0,1,3,0,2,0,0,0,12,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,startDocument/0,false,115,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,setDocumentLocator/1[org.xml.sax.Locator],false,197,1,3,3,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"callEndAction/2[ch.qos.logback.core.joran.action.Action,java.lang.String]",false,263,2,3,1,2,4,2,14,1,0,2,2,0,0,0,1,1,0,4,0,0,2,1,0,0,0,12,2,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,getRuleStore/0,false,280,1,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"startElement/4[java.lang.String,java.lang.String,java.lang.String,org.xml.sax.Attributes]",false,123,5,7,1,6,3,7,18,1,3,4,7,4,1,0,2,0,0,3,0,3,1,1,0,0,0,25,2,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,pushEmptyActionOntoActionStack/0,false,151,0,1,1,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,startElement/1[ch.qos.logback.core.joran.event.StartEvent],false,118,3,4,1,3,1,3,4,0,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"callBodyAction/2[ch.qos.logback.core.joran.action.Action,java.lang.String]",false,251,2,3,1,2,3,2,11,1,0,2,2,0,0,0,1,1,0,2,0,0,1,1,0,0,0,11,2,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,getSaxEventInterpretationContext/0,false,111,1,3,3,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"getTagName/2[java.lang.String,java.lang.String]",false,201,0,2,2,0,3,1,7,1,1,2,1,0,0,0,1,0,2,0,1,2,0,1,0,0,0,7,0,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,getEventPlayer/0,false,103,1,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"callBeginAction/3[ch.qos.logback.core.joran.action.Action,java.lang.String,org.xml.sax.Attributes]",false,232,4,4,1,3,4,3,16,1,0,3,3,0,0,0,1,1,0,4,0,2,2,1,0,0,0,13,0,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,getLocator/0,false,192,1,2,2,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"SaxEventInterpreter/4[ch.qos.logback.core.Context,ch.qos.logback.core.joran.spi.RuleStore,ch.qos.logback.core.joran.spi.ElementPath,java.util.List<ch.qos.logback.core.joran.event.SaxEvent>]",true,93,8,4,1,3,1,0,9,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,26,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,endElement/1[ch.qos.logback.core.joran.event.EndEvent],false,170,2,3,1,2,1,2,4,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"endElement/3[java.lang.String,java.lang.String,java.lang.String]",false,175,3,5,1,4,4,5,12,0,1,3,5,2,1,0,2,0,0,0,0,2,0,2,0,0,0,24,2,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\processor\DefaultProcessor.java,ch.qos.logback.core.model.processor.DefaultProcessor$TraverseMethod,"traverse/2[ch.qos.logback.core.model.Model,ch.qos.logback.core.model.processor.ModelFilter]",false,38,2,1,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\rolling\SizeAndTimeBasedFNATP.java,ch.qos.logback.core.rolling.SizeAndTimeBasedFNATP,start/0,false,33,1,1,0,1,1,2,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\EventPlayer.java,ch.qos.logback.core.joran.spi.EventPlayer,getCopyOfPlayerEventList/0,false,42,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\EventPlayer.java,ch.qos.logback.core.joran.spi.EventPlayer,"EventPlayer/2[ch.qos.logback.core.joran.spi.SaxEventInterpreter,java.util.List<ch.qos.logback.core.joran.event.SaxEvent>]",true,31,2,1,1,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\EventPlayer.java,ch.qos.logback.core.joran.spi.EventPlayer,"addEventsDynamically/2[java.util.List<ch.qos.logback.core.joran.event.SaxEvent>,int]",false,67,1,0,0,0,1,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\EventPlayer.java,ch.qos.logback.core.joran.spi.EventPlayer,play/0,false,46,5,4,1,3,5,5,17,0,1,0,5,0,0,1,0,0,0,0,1,2,0,2,0,0,0,9,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\rolling\helper\SizeAndTimeBasedArchiveRemover.java,ch.qos.logback.core.rolling.helper.SizeAndTimeBasedArchiveRemover$Anonymous1,"compare/2[java.io.File,java.io.File]",false,49,1,1,0,1,3,1,7,3,2,2,1,1,1,0,1,0,0,0,3,2,0,1,0,0,0,7,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\rolling\helper\SizeAndTimeBasedArchiveRemover.java,ch.qos.logback.core.rolling.helper.SizeAndTimeBasedArchiveRemover$Anonymous1,"extractIndex/2[java.util.regex.Pattern,java.io.File]",false,63,0,1,1,0,4,6,9,3,2,2,6,0,0,0,1,0,0,0,1,2,0,2,0,0,0,17,2,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\action\NOPAction.java,ch.qos.logback.core.joran.action.NOPAction,"end/2[ch.qos.logback.core.joran.spi.SaxEventInterpretationContext,java.lang.String]",false,31,1,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\action\NOPAction.java,ch.qos.logback.core.joran.action.NOPAction,"begin/3[ch.qos.logback.core.joran.spi.SaxEventInterpretationContext,java.lang.String,org.xml.sax.Attributes]",false,28,2,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\spi\CyclicBufferTracker.java,ch.qos.logback.core.spi.CyclicBufferTracker,isComponentStale/1[ch.qos.logback.core.helpers.CyclicBuffer<E>],false,56,2,0,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\spi\CyclicBufferTracker.java,ch.qos.logback.core.spi.CyclicBufferTracker,CyclicBufferTracker/0,true,32,1,1,0,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\spi\CyclicBufferTracker.java,ch.qos.logback.core.spi.CyclicBufferTracker,getBufferSize/0,false,37,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\spi\CyclicBufferTracker.java,ch.qos.logback.core.spi.CyclicBufferTracker,lingererKeysAsOrderedList/0,false,65,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\spi\CyclicBufferTracker.java,ch.qos.logback.core.spi.CyclicBufferTracker,liveKeysAsOrderedList/0,false,61,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\spi\CyclicBufferTracker.java,ch.qos.logback.core.spi.CyclicBufferTracker,processPriorToRemoval/1[ch.qos.logback.core.helpers.CyclicBuffer<E>],false,46,2,1,0,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\spi\CyclicBufferTracker.java,ch.qos.logback.core.spi.CyclicBufferTracker,buildComponent/1[java.lang.String],false,51,2,1,0,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\spi\CyclicBufferTracker.java,ch.qos.logback.core.spi.CyclicBufferTracker,setBufferSize/1[int],false,41,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\util\LocationUtil.java,ch.qos.logback.core.util.LocationUtil,urlForResource/1[java.lang.String],false,45,1,1,0,1,7,5,26,1,2,1,5,0,0,0,3,0,0,3,2,6,0,2,0,0,0,45,9,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\TimestampModel.java,ch.qos.logback.core.model.TimestampModel,setScopeStr/1[java.lang.String],false,70,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\TimestampModel.java,ch.qos.logback.core.model.TimestampModel,equals/1[java.lang.Object],false,83,1,0,0,0,4,3,7,4,1,1,3,0,0,0,2,0,0,0,0,1,0,1,0,0,0,10,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\TimestampModel.java,ch.qos.logback.core.model.TimestampModel,setDatePattern/1[java.lang.String],false,54,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\TimestampModel.java,ch.qos.logback.core.model.TimestampModel,setKey/1[java.lang.String],false,46,1,2,1,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\TimestampModel.java,ch.qos.logback.core.model.TimestampModel,getTimeReference/0,false,58,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\TimestampModel.java,ch.qos.logback.core.model.TimestampModel,getKey/0,false,42,1,2,1,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\TimestampModel.java,ch.qos.logback.core.model.TimestampModel,getScopeStr/0,false,66,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\TimestampModel.java,ch.qos.logback.core.model.TimestampModel,mirror/1[ch.qos.logback.core.model.Model],false,34,2,0,0,0,1,1,7,0,1,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,4,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\TimestampModel.java,ch.qos.logback.core.model.TimestampModel,makeNewInstance/0,false,29,1,1,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\TimestampModel.java,ch.qos.logback.core.model.TimestampModel,getDatePattern/0,false,50,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\TimestampModel.java,ch.qos.logback.core.model.TimestampModel,setTimeReference/1[java.lang.String],false,62,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\TimestampModel.java,ch.qos.logback.core.model.TimestampModel,hashCode/0,false,75,0,0,0,0,1,2,6,1,2,0,2,0,0,0,0,0,0,0,1,3,2,0,0,0,0,4,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\rolling\helper\MonoTypedConverter.java,ch.qos.logback.core.rolling.helper.MonoTypedConverter,isApplicable/1[java.lang.Object],false,23,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\testUtil\DummyEncoder.java,ch.qos.logback.core.testUtil.DummyEncoder,setCharset/1[java.nio.charset.Charset],false,33,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\testUtil\DummyEncoder.java,ch.qos.logback.core.testUtil.DummyEncoder,footerBytes/0,false,78,2,1,0,1,2,1,6,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\testUtil\DummyEncoder.java,ch.qos.logback.core.testUtil.DummyEncoder,"appendIfNotNull/2[java.lang.StringBuilder,java.lang.String]",false,56,0,0,0,0,2,1,5,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,2,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\testUtil\DummyEncoder.java,ch.qos.logback.core.testUtil.DummyEncoder,getCharset/0,false,29,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\testUtil\DummyEncoder.java,ch.qos.logback.core.testUtil.DummyEncoder,setFileHeader/1[java.lang.String],false,89,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\testUtil\DummyEncoder.java,ch.qos.logback.core.testUtil.DummyEncoder,encodeString/1[java.lang.String],false,48,1,0,0,0,2,2,8,2,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\testUtil\DummyEncoder.java,ch.qos.logback.core.testUtil.DummyEncoder,setFileFooter/1[java.lang.String],false,97,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\testUtil\DummyEncoder.java,ch.qos.logback.core.testUtil.DummyEncoder,headerBytes/0,false,74,2,1,0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\testUtil\DummyEncoder.java,ch.qos.logback.core.testUtil.DummyEncoder,getFileHeader/0,false,85,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\testUtil\DummyEncoder.java,ch.qos.logback.core.testUtil.DummyEncoder,getFileFooter/0,false,93,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\testUtil\DummyEncoder.java,ch.qos.logback.core.testUtil.DummyEncoder,header/0,false,62,2,2,0,2,2,5,8,1,1,0,5,0,0,0,0,0,0,0,1,1,0,1,0,0,0,9,0,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\testUtil\DummyEncoder.java,ch.qos.logback.core.testUtil.DummyEncoder,DummyEncoder/1[java.lang.String],true,40,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
