file,class,method,variable,usage
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\layout\TTLLLayout.java,ch.qos.logback.classic.layout.TTLLLayout,"kvp/2[ch.qos.logback.classic.spi.ILoggingEvent,java.lang.StringBuilder]",i,4
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\layout\TTLLLayout.java,ch.qos.logback.classic.layout.TTLLLayout,"kvp/2[ch.qos.logback.classic.spi.ILoggingEvent,java.lang.StringBuilder]",event,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\layout\TTLLLayout.java,ch.qos.logback.classic.layout.TTLLLayout,"kvp/2[ch.qos.logback.classic.spi.ILoggingEvent,java.lang.StringBuilder]",sb,6
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendThrowableProxy/3[java.lang.StringBuilder,java.lang.String,ch.qos.logback.classic.spi.IThrowableProxy]",itp,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendThrowableProxy/3[java.lang.StringBuilder,java.lang.String,ch.qos.logback.classic.spi.IThrowableProxy]",attributeName,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendThrowableProxy/3[java.lang.StringBuilder,java.lang.String,ch.qos.logback.classic.spi.IThrowableProxy]",sb,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendValueSeparator/2[java.lang.StringBuilder,boolean[]]",subsequentConditionals,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendValueSeparator/2[java.lang.StringBuilder,boolean[]]",subsequent,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendValueSeparator/2[java.lang.StringBuilder,boolean[]]",enabled,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendValueSeparator/2[java.lang.StringBuilder,boolean[]]",sb,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,encode/1[ch.qos.logback.classic.spi.ILoggingEvent],initialCapacity,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,encode/1[ch.qos.logback.classic.spi.ILoggingEvent],event,17
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,encode/1[ch.qos.logback.classic.spi.ILoggingEvent],levelStr,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,encode/1[ch.qos.logback.classic.spi.ILoggingEvent],sb,27
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendArgumentArray/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",argumentArray,3
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendArgumentArray/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",len,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendArgumentArray/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",i,4
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendArgumentArray/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",event,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendArgumentArray/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",sb,5
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,jsonEscapedToString/1[java.lang.Object],o,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendCustomFields/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",event,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendCustomFields/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",sb,0
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,setWithContext/1[boolean],withContext,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendSTEPArray/3[java.lang.StringBuilder,ch.qos.logback.classic.spi.StackTraceElementProxy[],int]",len,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendSTEPArray/3[java.lang.StringBuilder,ch.qos.logback.classic.spi.StackTraceElementProxy[],int]",ste,4
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendSTEPArray/3[java.lang.StringBuilder,ch.qos.logback.classic.spi.StackTraceElementProxy[],int]",i,4
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendSTEPArray/3[java.lang.StringBuilder,ch.qos.logback.classic.spi.StackTraceElementProxy[],int]",step,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendSTEPArray/3[java.lang.StringBuilder,ch.qos.logback.classic.spi.StackTraceElementProxy[],int]",commonFrames,3
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendSTEPArray/3[java.lang.StringBuilder,ch.qos.logback.classic.spi.StackTraceElementProxy[],int]",stepArray,4
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendSTEPArray/3[java.lang.StringBuilder,ch.qos.logback.classic.spi.StackTraceElementProxy[],int]",sb,13
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,setWithMDC/1[boolean],withMDC,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendThrowableProxy/4[java.lang.StringBuilder,java.lang.String,ch.qos.logback.classic.spi.IThrowableProxy,boolean]",itp,10
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendThrowableProxy/4[java.lang.StringBuilder,java.lang.String,ch.qos.logback.classic.spi.IThrowableProxy,boolean]",appendValueSeparator,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendThrowableProxy/4[java.lang.StringBuilder,java.lang.String,ch.qos.logback.classic.spi.IThrowableProxy,boolean]",suppressedITP,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendThrowableProxy/4[java.lang.StringBuilder,java.lang.String,ch.qos.logback.classic.spi.IThrowableProxy,boolean]",suppressedArray,3
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendThrowableProxy/4[java.lang.StringBuilder,java.lang.String,ch.qos.logback.classic.spi.IThrowableProxy,boolean]",cause,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendThrowableProxy/4[java.lang.StringBuilder,java.lang.String,ch.qos.logback.classic.spi.IThrowableProxy,boolean]",attributeName,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendThrowableProxy/4[java.lang.StringBuilder,java.lang.String,ch.qos.logback.classic.spi.IThrowableProxy,boolean]",first,3
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendThrowableProxy/4[java.lang.StringBuilder,java.lang.String,ch.qos.logback.classic.spi.IThrowableProxy,boolean]",sb,20
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appenderMember/3[java.lang.StringBuilder,java.lang.String,java.lang.String]",value,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appenderMember/3[java.lang.StringBuilder,java.lang.String,java.lang.String]",key,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appenderMember/3[java.lang.StringBuilder,java.lang.String,java.lang.String]",sb,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,setWithNanoseconds/1[boolean],withNanoseconds,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,setWithArguments/1[boolean],withArguments,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appenderMemberWithIntValue/3[java.lang.StringBuilder,java.lang.String,int]",value,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appenderMemberWithIntValue/3[java.lang.StringBuilder,java.lang.String,int]",key,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appenderMemberWithIntValue/3[java.lang.StringBuilder,java.lang.String,int]",sb,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appenderMemberWithLongValue/3[java.lang.StringBuilder,java.lang.String,long]",value,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appenderMemberWithLongValue/3[java.lang.StringBuilder,java.lang.String,long]",key,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appenderMemberWithLongValue/3[java.lang.StringBuilder,java.lang.String,long]",sb,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendMarkers/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",markerList,3
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendMarkers/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",len,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendMarkers/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",i,4
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendMarkers/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",event,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendMarkers/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",sb,5
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,nullSafeStr/1[java.lang.String],s,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendMDC/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",entry,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendMDC/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",entrySet,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendMDC/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",i,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendMDC/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",event,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendMDC/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",map,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendMDC/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",sb,5
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendKeyValuePairs/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",len,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendKeyValuePairs/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",kvp,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendKeyValuePairs/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",kvpList,4
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendKeyValuePairs/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",i,4
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendKeyValuePairs/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",event,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendKeyValuePairs/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",sb,7
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"isNotEmptyMap/1[java.util.Map<?,?>]",map,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,setWithTimestamp/1[boolean],withTimestamp,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,setWithKVPList/1[boolean],withKVPList,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,setWithLevel/1[boolean],withLevel,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,setWithThreadName/1[boolean],withThreadName,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,setWithMessage/1[boolean],withMessage,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,setWithLoggerName/1[boolean],withLoggerName,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,setWithFormattedMessage/1[boolean],withFormattedMessage,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendMap/3[java.lang.StringBuilder,java.lang.String,java.util.Map<java.lang.String,java.lang.String>]",entry,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendMap/3[java.lang.StringBuilder,java.lang.String,java.util.Map<java.lang.String,java.lang.String>]",entries,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendMap/3[java.lang.StringBuilder,java.lang.String,java.util.Map<java.lang.String,java.lang.String>]",map,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendMap/3[java.lang.StringBuilder,java.lang.String,java.util.Map<java.lang.String,java.lang.String>]",attrName,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendMap/3[java.lang.StringBuilder,java.lang.String,java.util.Map<java.lang.String,java.lang.String>]",addComma,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendMap/3[java.lang.StringBuilder,java.lang.String,java.util.Map<java.lang.String,java.lang.String>]",sb,6
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,setWithThrowable/1[boolean],withThrowable,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,setWithMarkers/1[boolean],withMarkers,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,setWithSequenceNumber/1[boolean],withSequenceNumber,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendLoggerContext/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.LoggerContextVO]",loggerContextVO,4
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendLoggerContext/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.LoggerContextVO]",sb,9
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,jsonEscape/1[java.lang.String],s,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\tyler\TylerConfiguratorBase.java,ch.qos.logback.classic.tyler.TylerConfiguratorBase,makeAnotherInstance/0,jc,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\tyler\TylerConfiguratorBase.java,ch.qos.logback.classic.tyler.TylerConfiguratorBase,setContext/1[ch.qos.logback.classic.tyler.Context],context,3
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\tyler\TylerConfiguratorBase.java,ch.qos.logback.classic.tyler.TylerConfiguratorBase,isDefined/1[java.lang.String],val,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\tyler\TylerConfiguratorBase.java,ch.qos.logback.classic.tyler.TylerConfiguratorBase,isDefined/1[java.lang.String],k,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\tyler\TylerConfiguratorBase.java,ch.qos.logback.classic.tyler.TylerConfiguratorBase,isNull/1[java.lang.String],val,1
