file,class,method,variable,usage
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\net\SyslogOutputStream.java,ch.qos.logback.core.net.SyslogOutputStream,flush/0,ds,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\net\SyslogOutputStream.java,ch.qos.logback.core.net.SyslogOutputStream,"write/3[byte[],int,int]",baos,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\net\SyslogOutputStream.java,ch.qos.logback.core.net.SyslogOutputStream,getPort/0,port,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\net\SyslogOutputStream.java,ch.qos.logback.core.net.SyslogOutputStream,write/1[int],baos,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\net\SyslogOutputStream.java,ch.qos.logback.core.net.SyslogOutputStream,"SyslogOutputStream/2[java.lang.String,int]",address,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\net\SyslogOutputStream.java,ch.qos.logback.core.net.SyslogOutputStream,"SyslogOutputStream/2[java.lang.String,int]",port,3
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\net\SyslogOutputStream.java,ch.qos.logback.core.net.SyslogOutputStream,"SyslogOutputStream/2[java.lang.String,int]",ds,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\net\SyslogOutputStream.java,ch.qos.logback.core.net.SyslogOutputStream,getSendBufferSize/0,ds,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,getCopyOfElementPath/0,elementPath,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,setImplicitActionSupplier/1[java.util.function.Supplier<ch.qos.logback.core.joran.action.Action>],implicitActionSupplier,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"getApplicableAction/2[ch.qos.logback.core.joran.spi.ElementPath,org.xml.sax.Attributes]",ruleStore,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"getApplicableAction/2[ch.qos.logback.core.joran.spi.ElementPath,org.xml.sax.Attributes]",elementPath,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"getApplicableAction/2[ch.qos.logback.core.joran.spi.ElementPath,org.xml.sax.Attributes]",context,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"getApplicableAction/2[ch.qos.logback.core.joran.spi.ElementPath,org.xml.sax.Attributes]",implicitActionSupplier,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,characters/1[ch.qos.logback.core.joran.event.BodyEvent],actionStack,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,setDocumentLocator/1[org.xml.sax.Locator],locator,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"callEndAction/2[ch.qos.logback.core.joran.action.Action,java.lang.String]",interpretationContext,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"callEndAction/2[ch.qos.logback.core.joran.action.Action,java.lang.String]",cai,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,getRuleStore/0,ruleStore,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"startElement/4[java.lang.String,java.lang.String,java.lang.String,org.xml.sax.Attributes]",elementPath,3
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"startElement/4[java.lang.String,java.lang.String,java.lang.String,org.xml.sax.Attributes]",skip,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"startElement/4[java.lang.String,java.lang.String,java.lang.String,org.xml.sax.Attributes]",cai,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"startElement/4[java.lang.String,java.lang.String,java.lang.String,org.xml.sax.Attributes]",actionStack,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,pushEmptyActionOntoActionStack/0,NOP_ACTION_SINGLETON,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,pushEmptyActionOntoActionStack/0,actionStack,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"callBodyAction/2[ch.qos.logback.core.joran.action.Action,java.lang.String]",interpretationContext,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"callBodyAction/2[ch.qos.logback.core.joran.action.Action,java.lang.String]",cai,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,getSaxEventInterpretationContext/0,interpretationContext,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,getEventPlayer/0,eventPlayer,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"callBeginAction/3[ch.qos.logback.core.joran.action.Action,java.lang.String,org.xml.sax.Attributes]",interpretationContext,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"callBeginAction/3[ch.qos.logback.core.joran.action.Action,java.lang.String,org.xml.sax.Attributes]",elementPath,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"callBeginAction/3[ch.qos.logback.core.joran.action.Action,java.lang.String,org.xml.sax.Attributes]",skip,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"callBeginAction/3[ch.qos.logback.core.joran.action.Action,java.lang.String,org.xml.sax.Attributes]",cai,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,getLocator/0,locator,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"SaxEventInterpreter/4[ch.qos.logback.core.Context,ch.qos.logback.core.joran.spi.RuleStore,ch.qos.logback.core.joran.spi.ElementPath,java.util.List<ch.qos.logback.core.joran.event.SaxEvent>]",ruleStore,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"SaxEventInterpreter/4[ch.qos.logback.core.Context,ch.qos.logback.core.joran.spi.RuleStore,ch.qos.logback.core.joran.spi.ElementPath,java.util.List<ch.qos.logback.core.joran.event.SaxEvent>]",interpretationContext,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"SaxEventInterpreter/4[ch.qos.logback.core.Context,ch.qos.logback.core.joran.spi.RuleStore,ch.qos.logback.core.joran.spi.ElementPath,java.util.List<ch.qos.logback.core.joran.event.SaxEvent>]",eventPlayer,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"SaxEventInterpreter/4[ch.qos.logback.core.Context,ch.qos.logback.core.joran.spi.RuleStore,ch.qos.logback.core.joran.spi.ElementPath,java.util.List<ch.qos.logback.core.joran.event.SaxEvent>]",context,5
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"SaxEventInterpreter/4[ch.qos.logback.core.Context,ch.qos.logback.core.joran.spi.RuleStore,ch.qos.logback.core.joran.spi.ElementPath,java.util.List<ch.qos.logback.core.joran.event.SaxEvent>]",elementPath,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"SaxEventInterpreter/4[ch.qos.logback.core.Context,ch.qos.logback.core.joran.spi.RuleStore,ch.qos.logback.core.joran.spi.ElementPath,java.util.List<ch.qos.logback.core.joran.event.SaxEvent>]",cai,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"SaxEventInterpreter/4[ch.qos.logback.core.Context,ch.qos.logback.core.joran.spi.RuleStore,ch.qos.logback.core.joran.spi.ElementPath,java.util.List<ch.qos.logback.core.joran.event.SaxEvent>]",actionStack,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"endElement/3[java.lang.String,java.lang.String,java.lang.String]",NOP_ACTION_SINGLETON,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"endElement/3[java.lang.String,java.lang.String,java.lang.String]",elementPath,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"endElement/3[java.lang.String,java.lang.String,java.lang.String]",skip,3
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\SaxEventInterpreter.java,ch.qos.logback.core.joran.spi.SaxEventInterpreter,"endElement/3[java.lang.String,java.lang.String,java.lang.String]",actionStack,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\EventPlayer.java,ch.qos.logback.core.joran.spi.EventPlayer,getCopyOfPlayerEventList/0,saxEvents,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\EventPlayer.java,ch.qos.logback.core.joran.spi.EventPlayer,"EventPlayer/2[ch.qos.logback.core.joran.spi.SaxEventInterpreter,java.util.List<ch.qos.logback.core.joran.event.SaxEvent>]",interpreter,3
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\EventPlayer.java,ch.qos.logback.core.joran.spi.EventPlayer,"EventPlayer/2[ch.qos.logback.core.joran.spi.SaxEventInterpreter,java.util.List<ch.qos.logback.core.joran.event.SaxEvent>]",saxEvents,3
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\EventPlayer.java,ch.qos.logback.core.joran.spi.EventPlayer,"addEventsDynamically/2[java.util.List<ch.qos.logback.core.joran.event.SaxEvent>,int]",saxEvents,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\EventPlayer.java,ch.qos.logback.core.joran.spi.EventPlayer,"addEventsDynamically/2[java.util.List<ch.qos.logback.core.joran.event.SaxEvent>,int]",currentIndex,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\EventPlayer.java,ch.qos.logback.core.joran.spi.EventPlayer,play/0,interpreter,3
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\EventPlayer.java,ch.qos.logback.core.joran.spi.EventPlayer,play/0,saxEvents,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\joran\spi\EventPlayer.java,ch.qos.logback.core.joran.spi.EventPlayer,play/0,currentIndex,4
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\spi\CyclicBufferTracker.java,ch.qos.logback.core.spi.CyclicBufferTracker,CyclicBufferTracker/0,DEFAULT_NUMBER_OF_BUFFERS,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\spi\CyclicBufferTracker.java,ch.qos.logback.core.spi.CyclicBufferTracker,getBufferSize/0,bufferSize,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\spi\CyclicBufferTracker.java,ch.qos.logback.core.spi.CyclicBufferTracker,buildComponent/1[java.lang.String],bufferSize,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\spi\CyclicBufferTracker.java,ch.qos.logback.core.spi.CyclicBufferTracker,setBufferSize/1[int],bufferSize,3
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\util\LocationUtil.java,ch.qos.logback.core.util.LocationUtil,urlForResource/1[java.lang.String],CLASSPATH_SCHEME,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\util\LocationUtil.java,ch.qos.logback.core.util.LocationUtil,urlForResource/1[java.lang.String],SCHEME_PATTERN,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\TimestampModel.java,ch.qos.logback.core.model.TimestampModel,setScopeStr/1[java.lang.String],scopeStr,3
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\TimestampModel.java,ch.qos.logback.core.model.TimestampModel,equals/1[java.lang.Object],datePattern,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\TimestampModel.java,ch.qos.logback.core.model.TimestampModel,equals/1[java.lang.Object],timeReference,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\TimestampModel.java,ch.qos.logback.core.model.TimestampModel,equals/1[java.lang.Object],scopeStr,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\TimestampModel.java,ch.qos.logback.core.model.TimestampModel,setDatePattern/1[java.lang.String],datePattern,3
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\TimestampModel.java,ch.qos.logback.core.model.TimestampModel,getTimeReference/0,timeReference,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\TimestampModel.java,ch.qos.logback.core.model.TimestampModel,getScopeStr/0,scopeStr,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\TimestampModel.java,ch.qos.logback.core.model.TimestampModel,mirror/1[ch.qos.logback.core.model.Model],datePattern,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\TimestampModel.java,ch.qos.logback.core.model.TimestampModel,mirror/1[ch.qos.logback.core.model.Model],timeReference,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\TimestampModel.java,ch.qos.logback.core.model.TimestampModel,mirror/1[ch.qos.logback.core.model.Model],scopeStr,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\TimestampModel.java,ch.qos.logback.core.model.TimestampModel,getDatePattern/0,datePattern,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\TimestampModel.java,ch.qos.logback.core.model.TimestampModel,setTimeReference/1[java.lang.String],timeReference,3
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\TimestampModel.java,ch.qos.logback.core.model.TimestampModel,hashCode/0,datePattern,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\TimestampModel.java,ch.qos.logback.core.model.TimestampModel,hashCode/0,timeReference,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\model\TimestampModel.java,ch.qos.logback.core.model.TimestampModel,hashCode/0,scopeStr,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\testUtil\DummyEncoder.java,ch.qos.logback.core.testUtil.DummyEncoder,setCharset/1[java.nio.charset.Charset],charset,3
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\testUtil\DummyEncoder.java,ch.qos.logback.core.testUtil.DummyEncoder,footerBytes/0,fileFooter,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\testUtil\DummyEncoder.java,ch.qos.logback.core.testUtil.DummyEncoder,getCharset/0,charset,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\testUtil\DummyEncoder.java,ch.qos.logback.core.testUtil.DummyEncoder,setFileHeader/1[java.lang.String],fileHeader,3
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\testUtil\DummyEncoder.java,ch.qos.logback.core.testUtil.DummyEncoder,encodeString/1[java.lang.String],charset,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\testUtil\DummyEncoder.java,ch.qos.logback.core.testUtil.DummyEncoder,setFileFooter/1[java.lang.String],fileFooter,3
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\testUtil\DummyEncoder.java,ch.qos.logback.core.testUtil.DummyEncoder,getFileHeader/0,fileHeader,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\testUtil\DummyEncoder.java,ch.qos.logback.core.testUtil.DummyEncoder,getFileFooter/0,fileFooter,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\testUtil\DummyEncoder.java,ch.qos.logback.core.testUtil.DummyEncoder,header/0,fileHeader,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\testUtil\DummyEncoder.java,ch.qos.logback.core.testUtil.DummyEncoder,DummyEncoder/1[java.lang.String],val,3
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\testUtil\DummyEncoder.java,ch.qos.logback.core.testUtil.DummyEncoder,encode/1[E],val,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\rolling\TimeBasedRollingPolicy.java,ch.qos.logback.core.rolling.TimeBasedRollingPolicy,start/0,timeBasedFileNamingAndTriggeringPolicy,8
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\rolling\TimeBasedRollingPolicy.java,ch.qos.logback.core.rolling.TimeBasedRollingPolicy,start/0,fileNamePatternWithoutCompSuffix,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\rolling\TimeBasedRollingPolicy.java,ch.qos.logback.core.rolling.TimeBasedRollingPolicy,start/0,FNP_NOT_SET,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\rolling\TimeBasedRollingPolicy.java,ch.qos.logback.core.rolling.TimeBasedRollingPolicy,start/0,archiveRemover,4
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\rolling\TimeBasedRollingPolicy.java,ch.qos.logback.core.rolling.TimeBasedRollingPolicy,start/0,maxHistory,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\rolling\TimeBasedRollingPolicy.java,ch.qos.logback.core.rolling.TimeBasedRollingPolicy,start/0,renameUtil,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\rolling\TimeBasedRollingPolicy.java,ch.qos.logback.core.rolling.TimeBasedRollingPolicy,start/0,totalSizeCap,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\rolling\TimeBasedRollingPolicy.java,ch.qos.logback.core.rolling.TimeBasedRollingPolicy,start/0,cleanUpFuture,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\rolling\TimeBasedRollingPolicy.java,ch.qos.logback.core.rolling.TimeBasedRollingPolicy,start/0,cleanHistoryOnStart,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\rolling\TimeBasedRollingPolicy.java,ch.qos.logback.core.rolling.TimeBasedRollingPolicy,start/0,compressor,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\rolling\TimeBasedRollingPolicy.java,ch.qos.logback.core.rolling.TimeBasedRollingPolicy,getLengthCounter/0,timeBasedFileNamingAndTriggeringPolicy,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\rolling\TimeBasedRollingPolicy.java,ch.qos.logback.core.rolling.TimeBasedRollingPolicy,getActiveFileName/0,timeBasedFileNamingAndTriggeringPolicy,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\rolling\TimeBasedRollingPolicy.java,ch.qos.logback.core.rolling.TimeBasedRollingPolicy,setTotalSizeCap/1[ch.qos.logback.core.rolling.FileSize],totalSizeCap,4
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-core\src\main\java\ch\qos\logback\core\rolling\TimeBasedRollingPolicy.java,ch.qos.logback.core.rolling.TimeBasedRollingPolicy,"isTriggeringEvent/2[java.io.File,E]",timeBasedFileNamingAndTriggeringPolicy,1
