file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\spi\ILoggingEvent.java,ch.qos.logback.classic.spi.ILoggingEvent,getArgumentArray/0,false,41,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\spi\ILoggingEvent.java,ch.qos.logback.classic.spi.ILoggingEvent,getMarkerList/0,false,97,1,7,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\spi\ILoggingEvent.java,ch.qos.logback.classic.spi.ILoggingEvent,getInstant/0,false,146,1,1,0,1,1,2,3,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,65536,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\spi\ILoggingEvent.java,ch.qos.logback.classic.spi.ILoggingEvent,getMessage/0,false,39,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\spi\ILoggingEvent.java,ch.qos.logback.classic.spi.ILoggingEvent,getNanoseconds/0,false,127,0,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\spi\ILoggingEvent.java,ch.qos.logback.classic.spi.ILoggingEvent,hasCallerData/0,false,61,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\spi\ILoggingEvent.java,ch.qos.logback.classic.spi.ILoggingEvent,getMDCPropertyMap/0,false,107,0,5,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\spi\ILoggingEvent.java,ch.qos.logback.classic.spi.ILoggingEvent,getSequenceNumber/0,false,150,0,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\spi\ILoggingEvent.java,ch.qos.logback.classic.spi.ILoggingEvent,getKeyValuePairs/0,false,160,1,5,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\spi\ILoggingEvent.java,ch.qos.logback.classic.spi.ILoggingEvent,getLevel/0,false,37,1,13,13,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\spi\ILoggingEvent.java,ch.qos.logback.classic.spi.ILoggingEvent,getMdc/0,false,112,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\spi\ILoggingEvent.java,ch.qos.logback.classic.spi.ILoggingEvent,getCallerData/0,false,51,0,11,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\filter\ThresholdFilter.java,ch.qos.logback.classic.filter.ThresholdFilter,decide/1[ch.qos.logback.classic.spi.ILoggingEvent],false,39,3,2,0,2,3,3,11,3,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\filter\ThresholdFilter.java,ch.qos.logback.classic.filter.ThresholdFilter,start/0,false,55,0,0,0,0,2,1,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\filter\ThresholdFilter.java,ch.qos.logback.classic.filter.ThresholdFilter,setLevel/1[java.lang.String],false,51,1,1,0,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\layout\TTLLLayout.java,ch.qos.logback.classic.layout.TTLLLayout,start/0,false,58,1,2,1,1,1,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\layout\TTLLLayout.java,ch.qos.logback.classic.layout.TTLLLayout,doLayout/1[ch.qos.logback.classic.spi.ILoggingEvent],false,64,5,9,0,9,3,14,25,2,4,1,14,1,1,0,1,0,0,5,0,4,0,1,0,0,0,19,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\layout\TTLLLayout.java,ch.qos.logback.classic.layout.TTLLLayout,"kvp/2[ch.qos.logback.classic.spi.ILoggingEvent,java.lang.StringBuilder]",false,93,2,2,1,1,5,7,16,1,4,2,7,0,0,1,2,0,0,0,2,4,0,2,0,0,0,25,2,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendThrowableProxy/3[java.lang.StringBuilder,java.lang.String,ch.qos.logback.classic.spi.IThrowableProxy]",false,313,2,3,2,1,1,1,3,0,0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendValueSeparator/2[java.lang.StringBuilder,boolean[]]",false,259,1,1,1,0,4,1,10,0,1,2,1,0,0,1,0,0,0,0,0,2,0,2,0,0,0,81,4,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,encode/1[ch.qos.logback.classic.spi.ILoggingEvent],false,165,3,21,0,21,17,25,52,1,3,1,25,11,10,0,2,0,0,0,0,3,0,1,0,0,0,66,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,footerBytes/0,false,548,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendArgumentArray/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",false,465,2,3,1,2,4,4,12,1,3,2,4,1,1,1,2,0,0,0,2,3,0,2,0,0,0,30,4,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,jsonEscapedToString/1[java.lang.Object],false,499,0,5,5,0,2,2,4,2,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15,2,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendCustomFields/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",false,430,1,1,1,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,4,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,setWithContext/1[boolean],false,611,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,1,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendSTEPArray/3[java.lang.StringBuilder,ch.qos.logback.classic.spi.StackTraceElementProxy[],int]",false,376,2,5,1,4,6,10,26,1,4,3,10,3,1,1,3,0,0,0,4,5,1,2,0,0,0,39,4,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,setWithMDC/1[boolean],false,629,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,1,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendThrowableProxy/4[java.lang.StringBuilder,java.lang.String,ch.qos.logback.classic.spi.IThrowableProxy,boolean]",false,317,2,16,2,14,11,17,41,1,3,4,17,7,2,1,6,0,0,1,2,4,0,3,0,0,0,41,4,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appenderMember/3[java.lang.StringBuilder,java.lang.String,java.lang.String]",false,434,0,7,7,0,1,2,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,setWithNanoseconds/1[boolean],false,575,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,1,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,setWithArguments/1[boolean],false,656,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,1,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appenderMemberWithIntValue/3[java.lang.StringBuilder,java.lang.String,int]",false,438,0,2,2,0,1,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appenderMemberWithLongValue/3[java.lang.StringBuilder,java.lang.String,long]",false,442,0,2,2,0,1,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendMarkers/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",false,482,3,3,1,2,4,8,12,1,3,2,8,1,1,1,2,0,0,0,2,3,0,2,0,0,0,30,4,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,nullSafeStr/1[java.lang.String],false,505,0,3,3,0,2,0,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11,2,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendMDC/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",false,517,2,5,1,4,4,9,15,0,3,2,9,3,1,1,1,0,0,0,2,3,0,3,0,0,0,32,4,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendKeyValuePairs/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",false,446,3,4,1,3,5,8,15,1,4,2,8,2,1,1,2,0,0,0,2,4,0,2,0,0,0,35,4,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"isNotEmptyMap/1[java.util.Map<?,?>]",false,541,0,1,1,0,2,1,4,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,23,0,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,setWithTimestamp/1[boolean],false,566,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,1,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,setWithKVPList/1[boolean],false,638,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,1,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,setWithLevel/1[boolean],false,584,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,1,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,setWithThreadName/1[boolean],false,593,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,1,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,setWithMessage/1[boolean],false,647,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,1,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,setWithLoggerName/1[boolean],false,602,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,1,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,setWithFormattedMessage/1[boolean],false,674,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,1,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendMap/3[java.lang.StringBuilder,java.lang.String,java.util.Map<java.lang.String,java.lang.String>]",false,291,1,3,1,2,4,8,18,1,2,3,8,2,1,1,1,0,0,0,0,3,0,2,0,0,0,32,4,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,setWithThrowable/1[boolean],false,665,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,1,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,headerBytes/0,false,160,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,setWithMarkers/1[boolean],false,620,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,1,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,setWithSequenceNumber/1[boolean],false,557,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,1,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendLoggerContext/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.LoggerContextVO]",false,272,2,8,1,7,2,10,14,1,0,2,10,4,2,0,1,0,0,0,0,0,0,1,0,0,0,31,4,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,jsonEscape/1[java.lang.String],false,511,0,2,2,0,2,1,4,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,2,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\tyler\TylerConfiguratorBase.java,ch.qos.logback.classic.tyler.TylerConfiguratorBase,makeAnotherInstance/0,false,163,1,2,1,1,1,1,5,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,2,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\tyler\TylerConfiguratorBase.java,ch.qos.logback.classic.tyler.TylerConfiguratorBase,setContext/1[ch.qos.logback.classic.tyler.Context],false,66,2,0,0,0,1,1,5,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\tyler\TylerConfiguratorBase.java,ch.qos.logback.classic.tyler.TylerConfiguratorBase,isDefined/1[java.lang.String],false,131,0,0,0,0,2,1,4,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,16,1,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\tyler\TylerConfiguratorBase.java,ch.qos.logback.classic.tyler.TylerConfiguratorBase,getCopyOfPropertyMap/0,false,115,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\tyler\TylerConfiguratorBase.java,ch.qos.logback.classic.tyler.TylerConfiguratorBase,isNull/1[java.lang.String],false,119,0,0,0,0,2,1,4,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,5,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\tyler\TylerConfiguratorBase.java,ch.qos.logback.classic.tyler.TylerConfiguratorBase,addOnConsoleStatusListener/0,false,86,1,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\tyler\TylerConfiguratorBase.java,ch.qos.logback.classic.tyler.TylerConfiguratorBase,p/1[java.lang.String],false,143,1,1,0,1,1,1,3,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\tyler\TylerConfiguratorBase.java,ch.qos.logback.classic.tyler.TylerConfiguratorBase,"setupLogger/3[java.lang.String,java.lang.String,java.lang.Boolean]",false,52,4,4,0,4,3,5,12,1,3,3,5,0,0,0,1,0,0,0,0,3,0,1,0,0,0,11,4,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\tyler\TylerConfiguratorBase.java,ch.qos.logback.classic.tyler.TylerConfiguratorBase,getConfiguratorSupplier/0,false,175,1,2,1,1,1,1,4,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,21,1,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\tyler\TylerConfiguratorBase.java,ch.qos.logback.classic.tyler.TylerConfiguratorBase,"addSubstitutionProperty/2[java.lang.String,java.lang.String]",false,102,0,0,0,0,1,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\tyler\TylerConfiguratorBase.java,ch.qos.logback.classic.tyler.TylerConfiguratorBase,subst/1[java.lang.String],false,97,0,2,2,0,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\tyler\TylerConfiguratorBase.java,ch.qos.logback.classic.tyler.TylerConfiguratorBase,property/1[java.lang.String],false,155,0,1,1,0,2,1,5,2,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,18,1,0,true
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\tyler\TylerConfiguratorBase.java,ch.qos.logback.classic.tyler.TylerConfiguratorBase,setContextName/1[java.lang.String],false,72,1,1,0,1,3,5,14,1,1,1,5,1,1,0,0,1,0,5,0,1,2,1,0,0,0,19,4,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\tyler\TylerConfiguratorBase.java,ch.qos.logback.classic.tyler.TylerConfiguratorBase,processModelFromIncludedFile/1[ch.qos.logback.classic.tyler.Model],false,181,4,2,0,2,1,4,7,0,3,1,4,1,2,0,0,0,0,0,0,3,0,0,0,0,0,16,4,0,false
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\tyler\TylerConfiguratorBase.java,ch.qos.logback.classic.tyler.TylerConfiguratorBase,getProperty/1[java.lang.String],false,110,0,0,0,0,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,true
