file,class,method,variable,usage
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,encode/1[ch.qos.logback.classic.spi.ILoggingEvent],withMDC,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,encode/1[ch.qos.logback.classic.spi.ILoggingEvent],NANOSECONDS_ATTR_NAME,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,encode/1[ch.qos.logback.classic.spi.ILoggingEvent],OPEN_OBJ,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,encode/1[ch.qos.logback.classic.spi.ILoggingEvent],withTimestamp,5
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,encode/1[ch.qos.logback.classic.spi.ILoggingEvent],FORMATTED_MESSAGE_ATTR_NAME,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,encode/1[ch.qos.logback.classic.spi.ILoggingEvent],TIMESTAMP_ATTR_NAME,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,encode/1[ch.qos.logback.classic.spi.ILoggingEvent],withLevel,3
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,encode/1[ch.qos.logback.classic.spi.ILoggingEvent],withFormattedMessage,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,encode/1[ch.qos.logback.classic.spi.ILoggingEvent],withThrowable,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,encode/1[ch.qos.logback.classic.spi.ILoggingEvent],SEQUENCE_NUMBER_ATTR_NAME,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,encode/1[ch.qos.logback.classic.spi.ILoggingEvent],withContext,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,encode/1[ch.qos.logback.classic.spi.ILoggingEvent],withLoggerName,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,encode/1[ch.qos.logback.classic.spi.ILoggingEvent],THREAD_NAME_ATTR_NAME,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,encode/1[ch.qos.logback.classic.spi.ILoggingEvent],withKVPList,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,encode/1[ch.qos.logback.classic.spi.ILoggingEvent],CLOSE_OBJ,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,encode/1[ch.qos.logback.classic.spi.ILoggingEvent],withSequenceNumber,6
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,encode/1[ch.qos.logback.classic.spi.ILoggingEvent],withNanoseconds,4
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,encode/1[ch.qos.logback.classic.spi.ILoggingEvent],withArguments,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,encode/1[ch.qos.logback.classic.spi.ILoggingEvent],LEVEL_ATTR_NAME,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,encode/1[ch.qos.logback.classic.spi.ILoggingEvent],withMessage,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,encode/1[ch.qos.logback.classic.spi.ILoggingEvent],withThreadName,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,encode/1[ch.qos.logback.classic.spi.ILoggingEvent],LOGGER_ATTR_NAME,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,encode/1[ch.qos.logback.classic.spi.ILoggingEvent],THROWABLE_ATTR_NAME,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,encode/1[ch.qos.logback.classic.spi.ILoggingEvent],VALUE_SEPARATOR,3
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,encode/1[ch.qos.logback.classic.spi.ILoggingEvent],withMarkers,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,encode/1[ch.qos.logback.classic.spi.ILoggingEvent],MESSAGE_ATTR_NAME,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,footerBytes/0,EMPTY_BYTES,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendArgumentArray/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",QUOTE,3
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendArgumentArray/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",ARGUMENT_ARRAY_ATTR_NAME,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendArgumentArray/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",VALUE_SEPARATOR,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendArgumentArray/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",QUOTE_COL,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendArgumentArray/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",SP,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendArgumentArray/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",OPEN_ARRAY,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendArgumentArray/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",CLOSE_ARRAY,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendCustomFields/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",VALUE_SEPARATOR,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,setWithContext/1[boolean],withContext,4
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendSTEPArray/3[java.lang.StringBuilder,ch.qos.logback.classic.spi.StackTraceElementProxy[],int]",QUOTE,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendSTEPArray/3[java.lang.StringBuilder,ch.qos.logback.classic.spi.StackTraceElementProxy[],int]",LINE_NUMBER_ATTR_NAME,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendSTEPArray/3[java.lang.StringBuilder,ch.qos.logback.classic.spi.StackTraceElementProxy[],int]",OPEN_OBJ,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendSTEPArray/3[java.lang.StringBuilder,ch.qos.logback.classic.spi.StackTraceElementProxy[],int]",CLASS_NAME_ATTR_NAME,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendSTEPArray/3[java.lang.StringBuilder,ch.qos.logback.classic.spi.StackTraceElementProxy[],int]",CLOSE_OBJ,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendSTEPArray/3[java.lang.StringBuilder,ch.qos.logback.classic.spi.StackTraceElementProxy[],int]",VALUE_SEPARATOR,4
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendSTEPArray/3[java.lang.StringBuilder,ch.qos.logback.classic.spi.StackTraceElementProxy[],int]",FILE_NAME_ATTR_NAME,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendSTEPArray/3[java.lang.StringBuilder,ch.qos.logback.classic.spi.StackTraceElementProxy[],int]",QUOTE_COL,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendSTEPArray/3[java.lang.StringBuilder,ch.qos.logback.classic.spi.StackTraceElementProxy[],int]",STEP_ARRAY_NAME_ATTRIBUTE,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendSTEPArray/3[java.lang.StringBuilder,ch.qos.logback.classic.spi.StackTraceElementProxy[],int]",METHOD_NAME_ATTR_NAME,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendSTEPArray/3[java.lang.StringBuilder,ch.qos.logback.classic.spi.StackTraceElementProxy[],int]",OPEN_ARRAY,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendSTEPArray/3[java.lang.StringBuilder,ch.qos.logback.classic.spi.StackTraceElementProxy[],int]",CLOSE_ARRAY,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,setWithMDC/1[boolean],withMDC,4
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendThrowableProxy/4[java.lang.StringBuilder,java.lang.String,ch.qos.logback.classic.spi.IThrowableProxy,boolean]",QUOTE,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendThrowableProxy/4[java.lang.StringBuilder,java.lang.String,ch.qos.logback.classic.spi.IThrowableProxy,boolean]",COMMON_FRAMES_COUNT_ATTR_NAME,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendThrowableProxy/4[java.lang.StringBuilder,java.lang.String,ch.qos.logback.classic.spi.IThrowableProxy,boolean]",OPEN_OBJ,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendThrowableProxy/4[java.lang.StringBuilder,java.lang.String,ch.qos.logback.classic.spi.IThrowableProxy,boolean]",CLASS_NAME_ATTR_NAME,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendThrowableProxy/4[java.lang.StringBuilder,java.lang.String,ch.qos.logback.classic.spi.IThrowableProxy,boolean]",CAUSE_ATTR_NAME,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendThrowableProxy/4[java.lang.StringBuilder,java.lang.String,ch.qos.logback.classic.spi.IThrowableProxy,boolean]",CLOSE_OBJ,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendThrowableProxy/4[java.lang.StringBuilder,java.lang.String,ch.qos.logback.classic.spi.IThrowableProxy,boolean]",VALUE_SEPARATOR,6
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendThrowableProxy/4[java.lang.StringBuilder,java.lang.String,ch.qos.logback.classic.spi.IThrowableProxy,boolean]",SUPPRESSED_ATTR_NAME,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendThrowableProxy/4[java.lang.StringBuilder,java.lang.String,ch.qos.logback.classic.spi.IThrowableProxy,boolean]",QUOTE_COL,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendThrowableProxy/4[java.lang.StringBuilder,java.lang.String,ch.qos.logback.classic.spi.IThrowableProxy,boolean]",MESSAGE_ATTR_NAME,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendThrowableProxy/4[java.lang.StringBuilder,java.lang.String,ch.qos.logback.classic.spi.IThrowableProxy,boolean]",CYCLIC_THROWABLE_ATTR_NAME,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendThrowableProxy/4[java.lang.StringBuilder,java.lang.String,ch.qos.logback.classic.spi.IThrowableProxy,boolean]",OPEN_ARRAY,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendThrowableProxy/4[java.lang.StringBuilder,java.lang.String,ch.qos.logback.classic.spi.IThrowableProxy,boolean]",CLOSE_ARRAY,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appenderMember/3[java.lang.StringBuilder,java.lang.String,java.lang.String]",QUOTE,3
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appenderMember/3[java.lang.StringBuilder,java.lang.String,java.lang.String]",QUOTE_COL,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,setWithNanoseconds/1[boolean],withNanoseconds,4
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,setWithArguments/1[boolean],withArguments,4
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appenderMemberWithIntValue/3[java.lang.StringBuilder,java.lang.String,int]",QUOTE,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appenderMemberWithIntValue/3[java.lang.StringBuilder,java.lang.String,int]",QUOTE_COL,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appenderMemberWithLongValue/3[java.lang.StringBuilder,java.lang.String,long]",QUOTE,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appenderMemberWithLongValue/3[java.lang.StringBuilder,java.lang.String,long]",QUOTE_COL,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendMarkers/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",QUOTE,3
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendMarkers/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",VALUE_SEPARATOR,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendMarkers/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",QUOTE_COL,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendMarkers/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",SP,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendMarkers/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",OPEN_ARRAY,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendMarkers/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",MARKERS_ATTR_NAME,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendMarkers/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",CLOSE_ARRAY,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendMDC/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",QUOTE,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendMDC/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",OPEN_OBJ,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendMDC/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",MDC_ATTR_NAME,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendMDC/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",CLOSE_OBJ,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendMDC/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",VALUE_SEPARATOR,2
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendMDC/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",QUOTE_COL,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendMDC/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",SP,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendKeyValuePairs/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",QUOTE,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendKeyValuePairs/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",KEY_VALUE_PAIRS_ATTR_NAME,1
F:\Project\qmood-logback-llm-analysis\versions\logback\logback-classic\src\main\java\ch\qos\logback\classic\encoder\JsonEncoder.java,ch.qos.logback.classic.encoder.JsonEncoder,"appendKeyValuePairs/2[java.lang.StringBuilder,ch.qos.logback.classic.spi.ILoggingEvent]",OPEN_OBJ,1
